consult,llm,asr,env,snr,n_om,n_com,N1,N2,N3,N4,S,tot
day2_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,clean,clean,7,1,0,1,5,2,15,8
day3_consultation01,anthropic_claude-sonnet-4.6,omniasr-llm-7b-v2,clean,clean,4,3,0,3,2,2,15,7
day1_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,clean,clean,2,0,0,1,0,1,4,2
day3_consultation01,google_gemini-3.1-pro-preview,omniasr-llm-7b-v2,clean,clean,1,0,0,0,1,0,2,1
day1_consultation15,google_gemini-3.1-pro-preview,canary-qwen-2.5b,clean,clean,2,0,0,0,1,1,3,2
day3_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,clean,clean,4,0,0,1,2,1,8,4
day2_consultation10,google_gemini-3.1-pro-preview,canary-qwen-2.5b,clean,clean,5,1,0,1,2,3,10,6
day3_consultation06,google_gemini-3.1-pro-preview,canary-qwen-2.5b,clean,clean,1,1,0,0,2,0,4,2
day3_consultation06,google_gemini-3.1-pro-preview,omniasr-llm-7b-v2,clean,clean,2,0,0,0,1,1,3,2
day2_consultation07,anthropic_claude-sonnet-4.6,cohere-transcribe-03-2026,clean,clean,6,3,0,2,4,3,17,9
day1_consultation15,anthropic_claude-sonnet-4.6,deepgram-nova3,clean,clean,1,0,0,0,1,0,2,1
day2_consultation10,google_gemini-3.1-pro-preview,elevenlabs-scribe,clean,clean,33,0,0,8,14,11,63,33
day3_consultation06,anthropic_claude-sonnet-4.6,deepgram-nova3,clean,clean,1,4,0,0,4,1,9,5
day1_consultation02,openai_gpt-5.2,canary-qwen-2.5b,clean,clean,5,2,0,1,1,5,10,7
day1_consultation15,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,clean,clean,2,2,0,0,2,2,6,4
day1_consultation01,anthropic_claude-sonnet-4.6,canary-qwen-2.5b,clean,clean,2,0,0,1,1,0,5,2
day2_consultation06,openai_gpt-5.2,assemblyai-universal2,clean,clean,4,0,0,0,3,1,7,4
day2_consultation07,google_gemini-3.1-pro-preview,canary-qwen-2.5b,clean,clean,7,2,0,3,5,1,20,9
day2_consultation06,google_gemini-3.1-pro-preview,assemblyai-universal2,clean,clean,2,1,0,0,1,2,4,3
day2_consultation10,anthropic_claude-sonnet-4.6,whisper-large-v3-turbo,clean,clean,1,3,0,0,3,1,7,4
day1_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,clean,clean,4,0,0,1,1,2,7,4
day1_consultation02,google_gemini-3.1-pro-preview,canary-qwen-2.5b,clean,clean,4,0,0,0,2,2,6,4
day1_consultation07,google_gemini-3.1-pro-preview,elevenlabs-scribe,clean,clean,1,2,0,1,2,0,7,3
day3_consultation04,anthropic_claude-sonnet-4.6,deepgram-nova3,clean,clean,4,1,0,0,3,2,8,5
day3_consultation01,anthropic_claude-sonnet-4.6,deepgram-nova3,clean,clean,3,3,0,1,3,2,11,6
day3_consultation04,openai_gpt-5.2,whisper-large-v3-turbo,clean,clean,4,0,0,0,3,1,7,4
day3_consultation04,openai_gpt-5.2,deepgram-nova3,clean,clean,3,1,0,0,2,2,6,4
day2_consultation10,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,clean,clean,3,0,0,0,2,1,5,3
day1_consultation05,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,clean,clean,3,0,0,1,2,0,7,3
day1_consultation02,openai_gpt-5.2,granite-speech-3.3-2b,clean,clean,4,0,0,1,2,1,8,4
day2_consultation06,anthropic_claude-sonnet-4.6,deepgram-nova3,clean,clean,1,1,0,0,2,0,4,2
day2_consultation07,anthropic_claude-sonnet-4.6,omniasr-llm-7b-v2,clean,clean,6,1,0,1,4,2,13,7
day1_consultation15,openai_gpt-5.2,deepgram-nova3,clean,clean,1,0,0,0,1,0,2,1
day2_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,clean,clean,5,2,0,0,3,4,10,7
day1_consultation01,anthropic_claude-sonnet-4.6,cohere-transcribe-03-2026,clean,clean,1,1,0,1,0,1,4,2
day1_consultation02,openai_gpt-5.2,elevenlabs-scribe,clean,clean,2,0,0,0,1,1,3,2
day1_consultation05,google_gemini-3.1-pro-preview,elevenlabs-scribe,clean,clean,3,0,0,1,1,1,6,3
day2_consultation06,anthropic_claude-sonnet-4.6,assemblyai-universal2,clean,clean,2,2,0,0,2,2,6,4
day1_consultation05,openai_gpt-5.2,canary-qwen-2.5b,clean,clean,1,0,0,0,1,0,2,1
day1_consultation01,openai_gpt-5.2,cohere-transcribe-03-2026,clean,clean,2,1,0,1,1,1,6,3
day3_consultation06,google_gemini-3.1-pro-preview,assemblyai-universal2,clean,clean,1,3,0,2,2,0,10,4
day1_consultation01,google_gemini-3.1-pro-preview,assemblyai-universal2,clean,clean,3,1,0,1,0,3,6,4
day2_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,clean,clean,5,0,0,0,4,1,9,5
day1_consultation02,google_gemini-3.1-pro-preview,elevenlabs-scribe,clean,clean,5,0,0,0,2,3,7,5
day2_consultation06,anthropic_claude-sonnet-4.6,cohere-transcribe-03-2026,clean,clean,3,1,0,1,0,3,6,4
day2_consultation07,openai_gpt-5.2,cohere-transcribe-03-2026,clean,clean,6,3,0,2,6,1,19,9
day1_consultation15,openai_gpt-5.2,parakeet-tdt-0.6b-v3,clean,clean,3,1,0,0,4,0,8,4
day2_consultation06,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,clean,clean,2,1,0,0,1,2,4,3
day3_consultation01,openai_gpt-5.2,cohere-transcribe-03-2026,clean,clean,3,1,0,2,1,1,9,4
day1_consultation15,openai_gpt-5.2,granite-speech-3.3-2b,clean,clean,3,0,0,0,2,1,5,3
day1_consultation15,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,clean,clean,1,0,0,0,1,0,2,1
day1_consultation01,google_gemini-3.1-pro-preview,deepgram-nova3,clean,clean,3,0,0,1,0,2,5,3
day1_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,clean,clean,4,0,0,1,2,1,8,4
day3_consultation04,anthropic_claude-sonnet-4.6,whisper-large-v3-turbo,clean,clean,4,1,0,1,2,2,9,5
day2_consultation10,anthropic_claude-sonnet-4.6,elevenlabs-scribe,clean,clean,1,2,0,0,1,2,4,3
day2_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,clean,clean,7,2,0,0,6,3,15,9
day1_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,8,8,0,0,2,4,2,16,8
day1_consultation05,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,8,6,0,0,1,4,1,12,6
day2_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,8,7,1,0,3,4,1,18,8
day1_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,8,4,0,0,2,1,1,9,4
day1_consultation02,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,8,9,2,0,0,6,5,17,11
day1_consultation15,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,8,5,1,0,0,4,2,10,6
day1_consultation05,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,8,8,0,0,2,4,2,16,8
day3_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,8,7,1,0,5,1,2,19,8
day1_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,8,3,0,0,2,1,0,8,3
day1_consultation05,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,8,5,1,0,1,3,2,11,6
day1_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,8,8,4,1,3,4,4,25,12
day2_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,8,3,1,0,1,2,1,8,4
day2_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,8,7,2,0,1,6,2,17,9
day3_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,8,4,2,0,1,1,4,9,6
day3_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,8,3,2,0,2,2,1,11,5
day3_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,8,2,1,0,0,1,2,4,3
day1_consultation15,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,8,7,1,0,0,5,3,13,8
day2_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,8,26,0,8,2,13,3,67,26
day2_consultation10,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,8,9,2,0,0,4,7,15,11
day1_consultation02,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,8,8,0,0,1,3,4,13,8
day1_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,8,5,3,0,1,6,1,16,8
day3_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,8,4,0,0,2,1,1,9,4
day2_consultation10,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,8,0,1,0,0,1,0,2,1
day1_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,8,9,0,1,2,3,3,19,9
day2_consultation10,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,8,5,3,0,0,5,3,13,8
day1_consultation02,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,8,8,1,0,0,6,3,15,9
day2_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,8,2,1,0,1,1,1,6,3
day3_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,8,7,0,0,4,1,2,16,7
day3_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,8,3,0,0,1,1,1,6,3
day1_consultation02,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,8,9,1,0,1,6,3,18,10
day3_consultation04,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,8,6,0,0,1,3,2,11,6
day1_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,8,9,0,0,3,4,2,19,9
day3_consultation04,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,8,8,0,0,1,3,4,13,8
day2_consultation10,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,8,7,2,0,2,3,4,16,9
day3_consultation04,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,8,5,0,0,1,2,2,9,5
day1_consultation05,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,8,8,1,0,1,4,4,15,9
day3_consultation04,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,8,7,0,0,1,2,4,11,7
day2_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,8,6,2,0,2,5,1,17,8
day1_consultation15,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,8,3,5,0,3,4,1,18,8
day1_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,8,4,3,0,2,5,0,16,7
day2_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,8,5,0,0,0,4,1,9,5
day3_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,8,17,0,8,7,2,0,57,17
day2_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,8,2,0,0,0,1,1,3,2
day1_consultation15,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,8,6,3,0,1,6,2,17,9
day3_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,13,7,2,0,6,1,2,22,9
day1_consultation15,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,13,6,2,0,1,6,1,16,8
day1_consultation05,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,13,6,0,0,1,5,0,13,6
day3_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,13,4,2,0,3,2,1,14,6
day1_consultation02,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,13,8,0,0,0,5,3,13,8
day2_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,13,6,0,0,0,5,1,11,6
day3_consultation04,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,13,8,0,0,0,2,6,10,8
day2_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,13,7,0,0,0,4,3,11,7
day1_consultation05,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,13,4,1,0,0,2,3,7,5
day2_consultation10,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,13,7,0,0,2,3,2,14,7
day1_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,13,8,12,0,7,7,6,41,20
day1_consultation02,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,13,8,0,0,0,4,4,12,8
day2_consultation10,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,13,3,0,0,0,1,2,4,3
day1_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,13,3,2,0,3,1,1,12,5
day3_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,13,2,0,0,0,1,1,3,2
day1_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,13,8,1,0,2,4,3,17,9
day3_consultation04,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,13,9,0,0,1,6,2,17,9
day1_consultation15,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,13,4,2,0,0,4,2,10,6
day3_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,13,6,1,0,4,1,2,16,7
day2_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,13,2,1,0,1,2,0,7,3
day1_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,13,4,0,0,1,3,0,9,4
day3_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,13,2,2,0,0,2,2,6,4
day1_consultation05,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,13,4,0,0,0,2,2,6,4
day1_consultation02,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,13,7,0,0,1,3,3,12,7
day1_consultation05,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,13,5,1,1,1,3,1,14,6
day1_consultation02,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,13,10,0,0,1,4,5,16,10
day2_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,13,26,0,2,13,8,3,66,26
day2_consultation10,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,13,8,1,0,0,5,4,14,9
day1_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,13,3,1,0,0,4,0,8,4
day3_consultation04,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,13,5,0,0,0,2,3,7,5
day2_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,13,2,2,0,1,1,2,7,4
day3_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,13,7,2,0,5,1,3,20,9
day1_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,13,18,0,1,5,11,1,42,18
day1_consultation15,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,13,4,4,0,0,6,2,14,8
day1_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,13,3,0,0,0,3,0,6,3
day3_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,13,13,0,5,2,3,3,35,13
day2_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,13,2,1,0,1,1,1,6,3
day3_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,13,8,0,0,5,3,0,21,8
day2_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,13,2,1,0,1,1,1,6,3
day3_consultation04,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,13,6,0,0,1,2,3,10,6
day1_consultation15,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,13,7,0,0,0,5,2,12,7
day2_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,13,7,0,0,0,4,3,11,7
day1_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,13,18,0,0,4,11,3,37,18
day2_consultation10,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,13,6,0,0,1,2,3,10,6
day1_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,-2,6,2,0,1,4,3,14,8
day2_consultation10,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,-2,33,0,0,5,13,15,56,33
day3_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,-2,3,1,0,2,2,0,10,4
day2_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,-2,5,1,1,0,3,2,12,6
day1_consultation15,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,-2,7,2,0,2,5,2,18,9
day3_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,-2,8,0,0,3,4,1,18,8
day1_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,-2,8,6,0,5,7,2,31,14
day3_consultation04,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,-2,13,1,0,2,6,6,24,14
day3_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,-2,5,0,0,2,2,1,11,5
day1_consultation05,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,-2,11,1,0,7,4,1,30,12
day1_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,-2,5,4,0,2,7,0,20,9
day1_consultation02,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,-2,11,0,0,1,7,3,20,11
day1_consultation05,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,-2,11,0,0,2,7,2,22,11
day3_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,-2,4,1,0,1,2,2,9,5
day3_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,-2,9,1,0,6,3,1,25,10
day1_consultation15,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,-2,17,0,0,2,12,3,33,17
day2_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,-2,7,2,0,3,3,3,18,9
day2_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,-2,6,2,0,2,5,1,17,8
day3_consultation04,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,-2,10,0,0,1,4,5,16,10
day1_consultation02,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,-2,13,0,0,0,9,4,22,13
day1_consultation05,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,-2,21,0,1,11,5,4,51,21
day2_consultation10,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,-2,22,2,0,7,9,8,47,24
day1_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,-2,8,6,0,3,8,3,28,14
day2_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,-2,3,0,0,0,2,1,5,3
day3_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,-2,7,1,0,4,2,2,18,8
day3_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,-2,5,2,0,3,2,2,15,7
day1_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,-2,9,3,0,2,6,4,22,12
day1_consultation15,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,-2,8,1,0,0,6,3,15,9
day1_consultation15,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,-2,17,0,0,1,14,2,33,17
day3_consultation04,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,-2,13,3,0,4,8,4,32,16
day2_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_maternity_ward,-2,7,5,0,1,9,2,23,12
day2_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,-2,6,2,0,1,6,1,16,8
day1_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,-2,9,1,0,4,3,3,21,10
day2_consultation10,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,-2,15,1,0,1,9,6,27,16
day1_consultation02,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,-2,9,0,0,0,5,4,14,9
day1_consultation02,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,-2,12,1,0,2,8,3,25,13
day1_consultation05,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,-2,9,0,0,1,4,4,15,9
day1_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,-2,4,2,0,2,3,1,13,6
day2_consultation10,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,-2,12,2,0,2,7,5,25,14
day2_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,-2,7,5,0,0,11,1,23,12
day3_consultation01,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,-2,7,2,0,3,5,1,20,9
day1_consultation07,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_corridor,-2,10,1,0,3,4,4,21,11
day2_consultation06,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,hospital_reception,-2,6,1,0,1,3,3,12,7
day3_consultation04,google_gemini-3.1-pro-preview,granite-speech-3.3-2b,outdoor_traffic,-2,9,0,0,1,6,2,17,9
day2_consultation07,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,hospital_reception,8,26,0,0,12,11,3,61,26
day2_consultation07,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,hospital_maternity_ward,8,11,0,0,0,4,7,15,11
day1_consultation02,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,hospital_reception,8,7,0,0,2,3,2,14,7
day1_consultation02,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,outdoor_traffic,8,5,1,0,0,2,4,8,6
day1_consultation07,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,hospital_reception,8,3,4,0,1,4,2,13,7
day2_consultation07,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,hospital_corridor,8,7,0,0,1,4,2,13,7
day2_consultation06,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,hospital_reception,8,2,1,0,1,2,0,7,3
day2_consultation10,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,hospital_maternity_ward,8,4,1,0,0,4,1,9,5
day3_consultation04,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,hospital_corridor,8,5,0,0,0,4,1,9,5
day2_consultation10,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,outdoor_traffic,8,4,2,0,1,3,2,11,6
day1_consultation01,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,outdoor_traffic,8,4,0,0,1,2,1,8,4
day1_consultation02,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,hospital_corridor,8,19,0,0,3,11,5,36,19
day3_consultation01,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,hospital_maternity_ward,8,3,0,0,1,1,1,6,3
day3_consultation04,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,hospital_maternity_ward,8,6,0,0,0,5,1,11,6
day1_consultation07,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,outdoor_traffic,8,3,2,0,1,3,1,10,5
day3_consultation06,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,hospital_corridor,8,1,1,1,0,1,0,6,2
day3_consultation04,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,hospital_reception,8,6,0,0,0,4,2,10,6
day3_consultation01,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,hospital_reception,8,2,0,0,0,1,1,3,2
day1_consultation05,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,hospital_maternity_ward,8,5,0,0,0,4,1,9,5
day1_consultation05,google_gemini-3.1-pro-preview,cohere-transcribe-03-2026,outdoor_traffic,8,2,0,0,0,2,0,4,2
